version,V200001,V160001_orig,V200002,V200003,V200004,V200005,V200006,V200007,V200008,V200009,V200010a,V200010b,V200010c,V200010d,V200011a,V200011b,V200011c,V200011d,V200012a,V200012b,V200012c,V200012d,V200013a,V200013b,V200013c,V200013d,V200014a,V200014b,V200014c,V200014d,V200015a,V200015b,V200015c,V200015d,V200016a,V200016b,V200016c,V200016d,val1_matchprob,stfips16,stfips,srfips16,srfips,corrvtus16,corrvtum16,corrvtws16,corrvtwm16,corrvtus,corrvtum,corrvtws,corrvtwm,voted12,voted16,vvoted16,vvoted,vvabsent16,vvabsalt16,vvinpers16,vvearly16,vvtype16,vvabsent,vvinpers,vvearly,vvelday,vvtype,polint16,polint,carep16,carep,know16,know,educ16,educ,ineff16,ineff,exeff16,exeff,ptalkd16,ptalkd,pid16,pid,spid16,spid,ideo7m16,ideo7m,issuesort16,issuesort,covidvote,female16,female,black16,black,latino16,latino,asian16,asian,age16,age,fcookc,pcomp20,mbst,vbmlonga,epi20,covicovid,timing,dmonth,ccvoteus,ccvoteum,ccvotews,ccvotewm,cabsent,cpolint,cknow,ceduc,cspid,cideo,cabsenta
ANES2020TimeSeries_20220210,200015,401318,3,2,3,0,-2,-2,-2,0,0.962809123332029,1.00573747444017,2,9,0.689054237745403,0.880887099636969,2,9,,,,,,,,,,,,,,,,,0.996745371286373,0.973874052814516,2,9,0.999999999846398,40,40,40,40,1,1,1,1,,,,,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0.666666686534882,0.666666686534882,1,1,6,5,0.75,0.75,0.75,0.5,0.625,0.25,3,0,0,0,3,3,5,5,0.611111104488373,1,0,0,0,0,0,1,1,0,0,42,46,0,0.885214030742645,0,0.347826093435288,0.709999978542328,0.705499112606049,,,,,,,0,0,-1,0,0,0,0
ANES2020TimeSeries_20220210,200022,300261,3,2,3,0,4,-1,3,0,1.06908509305444,1.16347312190926,2,26,1.08926322977489,1.07183615863668,2,26,,,,,,,,,,,,,,,,,1.05885768696576,1.1492021732751,2,26,0.863424026339156,16,16,16,16,,,,,,,,,1,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0.333333343267441,0.75,1,4,2,0.25,0.5,0.375,0.25,0.625,0,0,1,2,3,1,0,3,3,0.222222223877907,0.133333340287209,1,1,1,0,0,0,0,1,1,33,37,0,0.899166524410248,0,0.347826093435288,0.800000011920929,0.528098821640015,0.699999988079071,0,,,,,-1,0.333333343267441,-2,0.25,-1,0,-1
ANES2020TimeSeries_20220210,200039,400181,3,2,3,0,-2,-2,-2,0,0.683420884657796,0.768681110109909,1,41,0.688799161453653,0.609030746771271,1,41,,,,,,,,,,,,,,,,,0.681141566638719,0.756230992003099,1,41,0.999999998506782,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,2,0.666666686534882,1,0.75,1,8,9,0.5,0.25,0.75,0.75,0.375,0.625,7,7,4,4,1,1,1,1,0.111111111938953,0.611111104488373,1,1,1,0,0,0,0,0,0,37,40,1,0.989371657371521,0,0.260869562625885,0.8299999833107,-0.11429949849844,1,0,0,0,0,0,1,0.333333313465118,1,-0.25,0,0,1
ANES2020TimeSeries_20220210,200046,300171,3,2,3,0,-2,-2,-2,0,0.50095304838357,0.521019534357875,2,29,0.731815317325184,0.741575767882139,2,29,,,,,,,,,,,,,,,,,0.474365420886219,0.494633933446847,2,29,8.14152788067187e-07,6,6,6,6,,,,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0.666666686534882,0.333333343267441,0.75,0.75,3,2,0.25,0.5,0.625,0.875,0.75,0.75,3,2,1,1,2,2,3,2,0.133333340287209,0.400000005960465,2,0,0,0,0,0,0,1,1,,41,0,0.911089718341827,1,0.826086938381195,0.730000019073486,-1.18420004844666,,,,,,,0,-0.333333343267441,-1,0.25,0,-1,0
ANES2020TimeSeries_20220210,200053,405145,3,2,3,1,-2,-2,-2,0,1.2622939838968,0.965789166832749,1,23,1.01398969875634,0.942968665310746,1,23,,,,,,,,,,,,,,,,,1.26880925310284,0.934799353716296,1,23,0.0754672866292573,8,8,8,8,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0.666666686534882,0.666666686534882,0.75,1,7,8,0.75,1,0.875,0.5,0,0.25,0,0,3,3,0,0,3,4,0.0555555559694767,0.444444447755814,0,0,0,0,0,0,0,1,0,68,72,1,0.980743885040283,1,0.869565188884735,0.870000004768372,-0.635865211486816,1,0,0,1,0,1,0,0,1,0.25,0,1,-1
ANES2020TimeSeries_20220210,200060,400374,3,2,3,0,-2,-2,-2,0,0.269029682335973,0.23470782633613,2,37,0.398908062450189,0.376497430331255,2,37,,,,,,,,,,,,,,,,,0.258012333586646,0.224317738895372,2,37,0.0474455672039078,48,48,48,48,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,0.666666686534882,0.75,1,4,6,0.5,0.5,0.375,0.375,0.5,0.25,1,3,2,4,1,1,3,3,0.133333340287209,0.222222223877907,1,1,1,0,0,0,0,0,0,67,71,2,0.996794819831848,0,0.347826093435288,0.800000011920929,1.00814402103424,1,0,,,,,0,0.333333343267441,2,0,0,0,0
ANES2020TimeSeries_20220210,200084,407013,3,2,3,0,-2,-2,-2,0,0.449004973607306,0.440700134379997,1,7,0.618292388425246,0.566038057757866,1,7,,,,,,,,,,,,,,,,,0.43424338998892,0.423448918552939,1,7,0.863424026339156,55,55,55,55,,,,,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0.666666686534882,0.666666686534882,1,0.5,6,2,0.5,0.5,0.375,0.25,0,0,2,3,2,1,1,2,3,3,0.16666667163372,0.222222223877907,1,1,1,0,0,0,0,0,0,33,37,2,0.999959290027618,0,0.347826093435288,0.879999995231628,0.63936322927475,0,1,,,,,0,0,-4,0,1,0,0
ANES2020TimeSeries_20220210,200091,407174,3,2,3,0,-2,-2,-2,0,0.616581490032329,0.769430262817186,2,37,0.899179405189399,1.11574630528011,2,37,,,,,,,,,,,,,,,,,0.596610515993598,0.742454922157398,2,37,0.0558157105918449,28,28,28,28,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,0,0.5,0,1,1,0.25,0.25,0.625,0,0.5,0,0,2,5,1,2,2,3,3,,0.599999964237213,0,1,1,0,0,0,0,0,0,41,45,0,0.971876800060272,0,0.0434782616794109,0.660000026226044,1.1552449464798,,,,,,,0,-0.333333343267441,0,0,0,0,0
ANES2020TimeSeries_20220210,200107,406264,3,2,3,0,-2,-2,-2,0,1.42627006696408,1.42151619894385,2,32,1.2178901983983,1.26789625666311,2,32,,,,,,,,,,,,,,,,,1.43167284835155,1.40132173325931,2,32,0.000494833265337697,4,4,4,4,1,0,1,0,,,,,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0.333333343267441,0,0.25,0.5,7,5,0.25,0.25,0.375,0.375,0.5,0.5,0,0,1,3,2,0,3,3,0.16666667163372,0,1,1,1,0,0,0,0,0,0,66,70,3,0.999990165233612,0,0.434782594442368,0.839999973773956,0.38834810256958,0.5,1,,,,,0,-0.333333343267441,-2,0,-2,0,0
ANES2020TimeSeries_20220210,200114,402782,3,2,3,1,4,-1,3,0,2.22490975528077,1.84221626331928,2,41,2.38377016310758,2.04473729892891,2,41,,,,,,,,,,,,,,,,,2.2613451492832,1.76874251012598,2,41,0.000124783023400044,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,0,0,2,0.666666686534882,0.666666686534882,0.75,1,8,2,0.5,0.5,0.875,0.625,0,0.25,5,7,5,5,2,2,3,3,0.0666666701436043,0.0833333358168602,2,0,0,0,0,1,1,0,0,38,43,0,0.911089718341827,1,0.826086938381195,0.730000019073486,-1.18420004844666,0,1,0,0,0,0,0,0,-6,0,0,0,0
ANES2020TimeSeries_20220210,200121,403343,3,2,3,0,-2,-2,-2,0,1.57163244385629,1.54801077365037,1,22,1.68634931741708,1.44902287279002,1,22,,,,,,,,,,,,,,,,,1.49682423824003,1.45080117153824,1,22,0.404913046835155,24,24,24,24,,,,,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.666666686534882,0,0,1,4,3,0.25,0.25,0.625,0.125,0.25,0,2,0,3,6,0,3,3,3,,0.666666686534882,2,1,1,0,0,1,1,0,0,33,37,0,0.884004652500153,0,0.695652186870575,0.8299999833107,-0.907581806182861,0.5,1,,,,,1,-0.666666686534882,-1,0,3,0,1
ANES2020TimeSeries_20220210,200138,300209,3,2,3,0,-2,-2,-2,0,1.03373824174685,1.2514017508479,1,7,0.990567540526511,0.987384149903719,1,7,,,,,,,,,,,,,,,,,1.01926999745285,1.23320744779795,1,7,0.925993785952789,55,55,55,55,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,2,0.333333343267441,0.333333343267441,0.5,1,4,3,0.25,0.25,0.25,0.125,0.5,0.5,2,3,1,5,2,2,4,3,0.0555555559694767,0.16666667163372,1,0,0,0,0,0,0,0,0,51,55,2,0.999959290027618,0,0.347826093435288,0.879999995231628,0.63936322927475,1,0,0,1,0,1,1,0,-1,0,0,-1,1
ANES2020TimeSeries_20220210,200152,406776,3,2,3,1,4,-1,3,0,0.249587649430734,0.292632404266775,2,38,0.386512355328355,0.363006600578213,2,38,,,,,,,,,,,,,,,,,0.237646016204572,0.279697672405596,2,38,0.863424026339156,41,41,41,41,,,,,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.333333343267441,1,0,1,2,2,0.5,0.25,0.5,0.375,0.75,0.25,0,0,3,0,0,3,3,5,0.333333343267441,0.0666666701436043,1,1,1,0,0,0,0,0,0,26,30,0,0.972396433353424,1,0.869565188884735,0.810000002384186,-2.88067889213562,1,0,,,,,1,0.666666626930237,0,-0.25,3,2,1
ANES2020TimeSeries_20220210,200169,401642,3,2,3,0,-2,-2,-2,0,0.585464106960697,0.515282283901104,2,21,0.495051689354203,0.469838070732529,2,21,,,,,,,,,,,,,,,,,0.587050022261351,0.506074726490068,2,21,0.999994328092934,51,51,6,51,1,1,1,1,,,,,1,1,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,8,9,1,1,0.5,0.625,0.125,0.5,4,2,5,5,2,2,2,2,0.111111111938953,0.277777761220932,0,,0,0,0,0,0,1,1,,38,1,0.989371657371521,0,0.260869562625885,0.8299999833107,-0.11429949849844,1,0,,,,,1,0,1,0,0,0,1
ANES2020TimeSeries_20220210,200176,402420,3,2,3,0,-2,-2,-2,0,1.10549934594464,1.34300705621002,2,10,1.30442249637415,1.56669152119957,2,10,,,,,,,,,,,,,,,,,1.12200103636136,1.32643856304801,2,10,0.0502826713458816,37,37,37,37,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,0.666666686534882,0.75,0.5,7,5,0,0.5,0.5,0.625,0.5,0.75,0,2,6,4,3,1,3,3,0.16666667163372,0.666666686534882,1,1,1,1,1,0,0,0,0,37,41,3,0.999812722206116,0,0.47826087474823,0.759999990463257,-0.188613295555115,,,,,,,0,0.333333343267441,-2,0.5,-2,0,0
ANES2020TimeSeries_20220210,200183,301144,3,2,3,0,-2,-2,-2,0,0.45288293043542,0.455995341796958,2,26,0.432823342457295,0.553720417519445,2,26,,,,,,,,,,,,,,,,,0.463220713786353,0.452089281643497,2,26,,16,16,16,16,1,1,1,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666686534882,1,1,3,4,0.5,0.5,0.5,0.5,0.5,0.25,7,1,0,2,3,1,5,5,0.333333343267441,0.133333340287209,1,0,0,0,0,1,1,0,0,63,66,0,0.899166524410248,0,0.347826093435288,0.800000011920929,0.528098821640015,,,,,,,0,-0.333333313465118,1,0,-2,0,0
ANES2020TimeSeries_20220210,200190,300234,3,2,3,0,-2,-2,-2,0,1.13349083276201,1.2173171900148,1,1,1.02468624156048,1.04264420032263,1,1,,,,,,,,,,,,,,,,,1.13960696885389,1.20780437256231,1,1,0.999994328092934,25,25,25,25,,,,,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0.666666686534882,0.5,1,6,8,0.75,0.75,0.5,0.5,0.125,0.25,2,7,4,4,1,1,2,2,0.222222223877907,0.16666667163372,2,0,0,0,0,0,0,0,0,51,54,0,0.882823169231415,0,0.60869562625885,0.860000014305115,-0.974125385284424,0.899999976158142,0,,,,,0,-0.333333313465118,2,0,0,0,0
ANES2020TimeSeries_20220210,200206,301799,3,2,3,0,-2,-2,-2,0,0.707343573993556,0.741825200066939,1,6,0.739847109581167,0.737908899339997,1,6,,,,,,,,,,,,,,,,,0.702306822573994,0.733077476887958,1,6,0.999956405497476,33,33,33,33,1,1,1,1,,,,,1,1,1,1,1,1,0,0,2,1,0,0,0,2,1,0.666666686534882,1,1,8,9,0.75,0.75,0.625,0.875,0.25,0.25,4,7,6,6,3,3,1,2,0.16666667163372,0.388888865709305,1,0,0,0,0,0,0,0,0,51,55,2,0.994378387928009,0,0.260869562625885,0.759999990463257,1.52305901050568,1,0,,,,,0,-0.333333313465118,1,0,0,1,0
ANES2020TimeSeries_20220210,200220,400938,3,2,3,0,-2,-2,-2,0,0.592091604064592,0.627431722421454,2,19,0.624972677584409,0.675171703374751,2,19,,,,,,,,,,,,,,,,,0.58169880698573,0.61081898131598,2,19,0.99999006408908,32,32,32,32,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,2,0.666666686534882,0.666666686534882,1,1,5,9,0.75,0.75,0.625,0.75,1,0.375,0,7,4,6,1,3,3,1,0.933333337306976,0.111111111938953,2,1,1,0,0,0,0,0,0,58,62,1,0.999401569366455,1,0.826086938381195,0.850000023841858,-0.532356977462769,1,0,0,1,0,0,1,0,4,0,2,-2,1
ANES2020TimeSeries_20220210,200244,406042,3,2,3,0,-2,-2,-2,0,0.598144594224098,0.549806603681382,2,21,0.615154344865336,0.569328083260324,2,21,,,,,,,,,,,,,,,,,0.58239654594945,0.528716941053713,2,21,0.999922182857386,55,55,55,55,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,2,0.333333343267441,0.666666686534882,1,1,6,7,0.25,0.25,0.5,0.375,0.625,0.75,1,1,6,5,3,2,3,2,0.266666680574417,0,2,1,1,0,0,0,0,0,0,88,80,2,0.999959290027618,0,0.347826093435288,0.879999995231628,0.63936322927475,0.699999988079071,0,0,0,0,0,1,0.333333343267441,1,0,-1,-1,1
ANES2020TimeSeries_20220210,200268,401110,3,2,3,0,-2,-2,-2,0,0.911797310335048,1.10611156482799,2,5,0.905664226997706,1.26184641677956,2,5,,,,,,,,,,,,,,,,,0.936331794486398,1.0655784413969,2,5,0.084285025954814,42,42,42,42,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666686534882,0.333333343267441,1,1,3,5,0.75,1,,0.75,0.625,0.25,5,1,0,0,3,3,5,5,0.583333313465118,0.388888865709305,0,0,0,0,0,0,1,0,0,27,31,2,0.999861121177673,0,0.47826087474823,0.790000021457672,0.574585974216461,,,,,,,0,-0.333333343267441,2,0.25,0,0,0
ANES2020TimeSeries_20220210,200275,405689,3,2,3,1,1,1,1,0,2.39158343024979,2.13243923681911,1,45,2.33694893933791,2.00920162263921,1,45,,,,,,,,,,,,,,,,,2.33205501878438,2.11430144826298,1,45,0.999797100464178,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,2,0.666666686534882,0.666666686534882,1,1,6,6,0,0,0.5,0.5,0.25,0.5,7,6,6,6,3,3,2,3,0.416666656732559,0.888888895511627,0,1,1,0,0,1,1,0,0,76,80,0,0.911089718341827,1,0.826086938381195,0.730000019073486,-1.18420004844666,,,0,0,0,0,1,0,0,0,0,1,1
ANES2020TimeSeries_20220210,200282,302430,3,2,3,0,-2,-2,-2,0,6.90387403186744,6.61662904723262,2,5,6.56299373141085,6.47471465423198,2,5,,,,,,,,,,,,,,,,,6.9466923627438,6.64796693836987,2,5,0.999994328092934,36,36,36,36,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0.75,0.75,9,9,0.25,0.75,0.875,0.875,0.25,0.25,7,7,4,4,1,1,2,1,0.666666686534882,0.833333313465118,1,0,0,0,0,0,0,0,0,20,24,0,0.945086300373077,0,0.47826087474823,0.730000019073486,-0.918719828128815,1,0,0,0,0,0,0,0,0,0.5,0,-1,0
